longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,bedroom ratio,room per household,total bedroom,Is any bedroom missing
-121.96,36.88,37,2846,553,939,433,4.7468,294400,NEAR OCEAN,0.1943078,6.572748268,553,NO
-121.97,36.97,24,3665,870,1954,833,2.8036,228500,NEAR OCEAN,0.237380628,4.399759904,870,NO
-121.97,36.96,27,4001,999,1808,945,2.561,234600,NEAR OCEAN,0.249687578,4.233862434,999,NO
-121.98,36.96,31,3209,723,1489,692,3.6619,245100,NEAR OCEAN,0.225303833,4.637283237,723,NO
-121.96,36.98,16,4907,1117,2265,1048,2.6757,229200,NEAR OCEAN,0.227633992,4.682251908,1117,NO
-121.97,36.98,17,2813,497,1337,477,3.7083,252400,NEAR OCEAN,0.176679701,5.897274633,497,NO
-121.97,36.97,15,2849,668,1546,582,2.7587,228600,NEAR OCEAN,0.234468234,4.895189003,668,NO
-121.96,36.97,23,4324,1034,1844,875,3.0777,263800,NEAR OCEAN,0.239130435,4.941714286,1034,NO
-121.94,36.98,24,3010,562,1360,504,4.2006,290700,NEAR OCEAN,0.186710963,5.972222222,562,NO
-121.94,36.98,21,3520,831,1486,753,3.0905,264300,NEAR OCEAN,0.236079545,4.674634794,831,NO
-121.95,36.98,34,3745,958,1622,802,3.1546,261200,NEAR OCEAN,0.255807744,4.66957606,958,NO
-121.94,36.97,31,1738,422,746,355,2.5172,330800,NEAR OCEAN,0.242807825,4.895774648,422,NO
-121.93,36.99,19,6356,1100,2954,1070,4.7325,283500,NEAR OCEAN,0.173064821,5.940186916,1100,NO
-121.94,37,32,2210,426,1082,396,4.1587,315200,NEAR OCEAN,0.192760181,5.580808081,426,NO
-121.96,37,20,3847,727,1725,737,3.3447,305200,NEAR OCEAN,0.188978425,5.219810041,727,NO
-121.96,36.99,23,3209,748,1423,666,2.7375,238000,NEAR OCEAN,0.233094422,4.818318318,748,NO
-121.94,36.99,11,4571,924,2004,847,4.2898,221700,NEAR OCEAN,0.202143951,5.396694215,924,NO
-121.86,37,16,8638,1392,3706,1251,5.503,351800,<1H OCEAN,0.161148414,6.904876099,1392,NO
-121.91,36.99,23,5675,964,2197,880,4.8693,322300,NEAR OCEAN,0.169867841,6.448863636,964,NO
-121.91,36.98,16,1957,408,865,369,2.6875,233300,NEAR OCEAN,0.208482371,5.303523035,408,NO
-121.88,36.98,21,4117,752,2001,763,4.8953,289500,NEAR OCEAN,0.182657275,5.395806029,752,NO
-121.91,36.97,19,4920,1092,1807,922,3.5112,231900,NEAR OCEAN,0.22195122,5.336225597,1092,NO
-121.92,36.95,29,3457,699,1327,563,3.6597,252300,NEAR OCEAN,0.202198438,6.140319716,699,NO
-121.88,36.96,18,4910,817,1971,773,5.8325,308800,NEAR OCEAN,0.166395112,6.351875809,817,NO
-121.9,36.97,21,3707,751,1420,608,4.4485,295200,NEAR OCEAN,0.202589695,6.097039474,751,NO
-121.88,36.96,18,6355,1100,2304,972,6.0281,321100,NEAR OCEAN,0.173092054,6.538065844,1100,NO
-121.9,36.93,22,7281,1233,1849,832,5.3276,335500,NEAR OCEAN,0.16934487,8.751201923,1233,NO
-121.87,36.95,7,3703,679,1375,608,4.9219,368400,NEAR OCEAN,0.183364839,6.090460526,679,NO
-121.84,36.94,29,4921,967,2319,823,4.9517,307900,NEAR OCEAN,0.196504775,5.979343864,967,NO
-121.89,36.89,18,2774,492,1283,353,5.368,352000,NEAR OCEAN,0.177361211,7.858356941,492,NO
-121.91,36.85,22,2442,624,1301,290,3.1563,300000,NEAR OCEAN,0.255528256,8.420689655,624,NO
-121.82,36.86,17,1573,272,142,55,2.1719,420000,NEAR OCEAN,0.172917991,28.6,272,NO
-121.79,37,28,2715,451,1154,386,4.8021,290400,<1H OCEAN,0.16611418,7.033678756,451,NO
-121.83,36.98,19,4431,705,1764,679,4.3321,298600,<1H OCEAN,0.159106297,6.525773196,705,NO
-121.82,36.95,16,2599,430,1417,445,4.6611,349300,<1H OCEAN,0.165448249,5.840449438,430,NO
-121.83,37.02,22,1903,350,760,322,2.9559,288400,<1H OCEAN,0.183920126,5.909937888,350,NO
-121.76,37,21,1416,269,779,200,3.1987,279800,<1H OCEAN,0.189971751,7.08,269,NO
-121.79,37.03,18,943,213,544,179,3.934,228600,<1H OCEAN,0.225874867,5.268156425,213,NO
-121.69,36.96,23,1229,254,687,232,5.1433,305600,<1H OCEAN,0.206672091,5.297413793,254,NO
-121.75,36.96,19,3461,634,2790,607,4.7569,190800,<1H OCEAN,0.183184051,5.701812191,634,NO
-121.75,36.95,27,1580,303,1066,306,4.7071,202700,<1H OCEAN,0.191772152,5.163398693,303,NO
-121.77,36.96,20,4228,816,2389,844,3.525,229100,<1H OCEAN,0.192999054,5.009478673,816,NO
-121.73,36.93,29,2931,535,1954,506,3.2917,224700,<1H OCEAN,0.182531559,5.792490119,535,NO
-121.67,36.93,22,569,132,542,125,2.1875,187500,<1H OCEAN,0.23198594,4.552,132,NO
-122.39,40.59,26,1279,438,1276,420,1.2404,81300,INLAND,0.342455043,3.045238095,438,NO
-122.39,40.58,44,1625,392,944,347,1.5972,68900,INLAND,0.241230769,4.682997118,392,NO
-122.37,40.58,25,2054,495,835,475,2.1538,76900,INLAND,0.240993184,4.324210526,495,NO
-122.38,40.58,34,1262,267,520,259,1.6983,72600,INLAND,0.211568938,4.872586873,267,NO
-122.38,40.58,36,1808,384,807,383,1.8375,74800,INLAND,0.212389381,4.720626632,384,NO
-122.36,40.58,17,1220,275,800,261,1.9181,118800,INLAND,0.225409836,4.674329502,275,NO
-122.34,40.58,7,4843,992,2223,932,3.0549,101700,INLAND,0.204831716,5.196351931,992,NO
-122.35,40.57,22,589,97,338,107,3.2639,87500,INLAND,0.164685908,5.504672897,97,NO
-122.34,40.57,24,1610,307,748,307,2.6591,82800,INLAND,0.19068323,5.244299674,307,NO
-122.38,40.57,43,2251,542,1479,512,1.5676,58200,INLAND,0.240781875,4.396484375,542,NO
-122.38,40.56,23,2281,408,1164,420,3.5347,101200,INLAND,0.178868917,5.430952381,408,NO
-122.38,40.54,36,1216,240,647,228,2.6944,75300,INLAND,0.197368421,5.333333333,240,NO
-122.37,40.54,28,2213,390,1096,378,3.6923,86900,INLAND,0.17623136,5.854497354,390,NO
-122.4,40.58,40,3895,929,1782,910,1.3329,78200,INLAND,0.238510911,4.28021978,929,NO
-122.41,40.58,35,2072,385,1029,375,2.8512,75600,INLAND,0.185810811,5.525333333,385,NO
-122.4,40.58,43,1455,300,747,279,2.7857,104200,INLAND,0.206185567,5.215053763,300,NO
-122.39,40.57,38,855,172,468,150,1.4091,84400,INLAND,0.201169591,5.7,172,NO
-122.42,40.59,24,5045,972,2220,979,2.6792,138900,INLAND,0.192666006,5.153217569,972,NO
-122.45,40.61,17,785,155,417,136,2.3289,58200,INLAND,0.197452229,5.772058824,155,NO
-122.45,40.56,17,1712,307,963,329,3.9375,148700,INLAND,0.17932243,5.203647416,307,NO
-122.42,40.57,10,7949,1309,3176,1163,4.1099,120100,INLAND,0.164674802,6.834909716,1309,NO
-122.4,40.57,23,1321,259,749,222,1.655,90100,INLAND,0.196063588,5.95045045,259,NO
-122.4,40.62,9,4794,889,2162,865,3.1439,103100,INLAND,0.185440134,5.542196532,889,NO
-122.42,40.6,5,2614,433,1275,411,3.4464,122900,INLAND,0.165646519,6.360097324,433,NO
-122.39,40.6,22,2195,489,1021,460,1.4125,66500,INLAND,0.222779043,4.77173913,489,NO
-122.38,40.61,14,4773,1133,2101,1072,1.7227,105000,INLAND,0.237376912,4.452425373,1133,NO
-122.37,40.6,7,5178,1336,2557,1283,2.4079,111400,INLAND,0.258014677,4.035853468,1336,NO
-122.39,40.64,13,3604,704,1598,670,2.4141,78700,INLAND,0.195338513,5.379104478,704,NO
-122.36,40.62,11,3896,886,1902,843,2.2905,94200,INLAND,0.227412731,4.621589561,886,NO
-122.34,40.63,10,2183,369,1061,325,3.6853,151600,INLAND,0.16903344,6.716923077,369,NO
-122.33,40.6,5,6383,1206,2965,1141,3.8103,111100,INLAND,0.18893937,5.5942156,1206,NO
-122.32,40.58,2,1937,350,756,274,3,114200,INLAND,0.180691791,7.069343066,350,NO
-122.3,40.58,19,1043,204,505,183,1.6033,98800,INLAND,0.195589645,5.699453552,204,NO
-122.36,40.56,20,3592,868,1865,781,2.0258,64800,INLAND,0.241648107,4.599231754,868,NO
-122.37,40.55,26,1435,234,544,232,2.6705,136700,INLAND,0.163066202,6.185344828,234,NO
-122.36,40.55,21,2500,466,1428,502,2.6513,113300,INLAND,0.1864,4.980079681,466,NO
-122.46,40.52,13,2085,322,1077,333,5.2149,146500,INLAND,0.154436451,6.261261261,322,NO
-122.41,40.55,19,3753,761,1952,738,3.0954,86500,INLAND,0.202771116,5.085365854,761,NO
-122.41,40.53,28,1127,245,538,208,2.037,72000,INLAND,0.217391304,5.418269231,245,NO
-122.39,40.53,28,1427,304,692,285,2.125,80800,INLAND,0.213034338,5.007017544,304,NO
-122.39,40.52,24,2068,346,951,332,3.9306,85900,INLAND,0.167311412,6.228915663,346,NO
-122.4,40.51,20,1750,352,834,340,2.485,100600,INLAND,0.201142857,5.147058824,352,NO
-122.37,40.52,18,4547,774,2269,766,3.7896,98100,INLAND,0.170222124,5.936031332,774,NO
-122.35,40.56,16,2801,614,1695,563,1.9,81600,INLAND,0.219207426,4.975133215,614,NO
-122.35,40.56,12,3900,863,2145,864,1.9881,85200,INLAND,0.221282051,4.513888889,863,NO
-122.35,40.54,17,2280,453,976,434,2.71,97800,INLAND,0.198684211,5.253456221,453,NO
-122.36,40.57,31,431,90,231,78,2.184,77300,INLAND,0.208816705,5.525641026,90,NO
-122.35,40.57,18,2226,490,859,451,1.6821,69400,INLAND,0.220125786,4.935698448,490,NO
-122.34,40.57,26,2187,472,1339,463,2.0395,67900,INLAND,0.215820759,4.723542117,472,NO
-122.33,40.57,16,2777,503,1432,500,2.5592,75900,INLAND,0.181130717,5.554,503,NO
-122.32,40.57,15,2524,449,1374,467,3.3816,93800,INLAND,0.177892235,5.404710921,449,NO
-122.31,40.55,11,13714,2302,6511,2267,3.5522,100100,INLAND,0.167857664,6.049404499,2302,NO
-122.34,40.51,16,2247,502,1206,463,1.9946,119200,INLAND,0.22340899,4.853131749,502,NO
-122.33,40.52,23,2801,507,1318,454,3.5081,116700,INLAND,0.181006783,6.169603524,507,NO
-122.31,40.49,18,4026,718,1731,705,3.35,118400,INLAND,0.178340785,5.710638298,718,NO
-122.28,40.5,21,2405,476,1197,412,2.6488,83100,INLAND,0.197920998,5.837378641,476,NO
-122.4,40.71,22,2390,484,1131,452,2.1458,84700,INLAND,0.20251046,5.287610619,484,NO
-122.43,40.66,15,2532,458,1183,450,2.5417,92200,INLAND,0.180884676,5.626666667,458,NO
-122.42,40.63,23,2248,489,1132,444,1.6429,80400,INLAND,0.21752669,5.063063063,489,NO
-122.38,40.69,21,1774,370,875,354,1.7422,61500,INLAND,0.208568207,5.011299435,370,NO
-122.36,40.69,32,3611,772,2060,759,1.7427,60600,INLAND,0.213791194,4.757575758,772,NO
-122.35,40.68,36,1822,449,930,399,1.3801,56600,INLAND,0.246432492,4.56641604,449,NO
-122.36,40.68,28,1745,379,1011,370,2.0391,59800,INLAND,0.217191977,4.716216216,379,NO
-122.38,40.67,10,2281,444,1274,438,2.212,65600,INLAND,0.194651469,5.207762557,444,NO
-122.36,40.66,17,2786,559,1528,517,2.0119,75800,INLAND,0.200646088,5.388781431,559,NO
-122.31,40.65,11,3664,647,1686,613,2.9338,141600,INLAND,0.176582969,5.977161501,647,NO
-122.25,40.6,16,2753,494,1414,459,3.8323,128300,INLAND,0.17944061,5.997821351,494,NO
-122.23,40.63,16,1141,220,563,200,2.3287,130700,INLAND,0.192813322,5.705,220,NO
-122.25,40.66,15,2771,546,1423,505,3.6413,108500,INLAND,0.19704078,5.487128713,546,NO
-122.32,40.71,18,2879,578,1399,586,2.4036,105400,INLAND,0.200764154,4.912969283,578,NO
-122.31,40.75,18,1411,330,494,227,1.4911,75800,INLAND,0.233876683,6.215859031,330,NO
-122.27,40.53,17,2255,416,1171,411,2.875,129800,INLAND,0.184478936,5.486618005,416,NO
-122.26,40.58,14,2539,466,1271,438,3.9762,138500,INLAND,0.183536826,5.796803653,466,NO
-122.23,40.57,18,1633,243,750,252,5.1585,150800,INLAND,0.148805879,6.48015873,243,NO
-122.24,40.51,23,2216,378,1006,338,4.559,116800,INLAND,0.170577617,6.556213018,378,NO
-122.31,40.45,10,1187,236,728,248,2.0469,66800,INLAND,0.198820556,4.786290323,236,NO
-122.31,40.45,25,2596,557,1536,549,2.0221,60400,INLAND,0.214560863,4.72859745,557,NO
-122.29,40.44,30,1270,365,840,324,1.3904,48100,INLAND,0.287401575,3.919753086,365,NO
-122.29,40.43,21,2842,640,1658,608,1.9943,59800,INLAND,0.225193526,4.674342105,640,NO
-122.29,40.47,20,2858,612,1422,589,1.9657,63000,INLAND,0.214135759,4.85229202,612,NO
-122.31,40.47,26,2723,551,1326,547,2.3594,66000,INLAND,0.202350349,4.978062157,551,NO
-122.3,40.45,32,1286,271,694,236,1.6579,68500,INLAND,0.210730949,5.449152542,271,NO
-122.27,40.46,14,2633,530,1324,513,2.2768,78600,INLAND,0.201291303,5.132553606,530,NO
-122.24,40.45,27,1804,321,782,300,3.5978,80600,INLAND,0.177937916,6.013333333,321,NO
-122.25,40.42,17,1429,265,692,245,2.8611,98700,INLAND,0.185444367,5.832653061,265,NO
-122.23,40.4,18,2102,377,1059,384,3.0556,95500,INLAND,0.179352997,5.473958333,377,NO
-122.27,40.39,26,1833,422,939,408,1.3571,59000,INLAND,0.230223677,4.492647059,422,NO
-122.29,40.39,17,1682,332,887,316,1.8438,76400,INLAND,0.197384067,5.32278481,332,NO
-122.33,40.48,26,695,126,319,124,3.2788,101600,INLAND,0.181294964,5.60483871,126,NO
-122.33,40.47,30,2502,523,1296,481,2.125,66100,INLAND,0.209032774,5.201663202,523,NO
-122.36,40.48,21,2333,514,1308,509,2.0899,74800,INLAND,0.220317188,4.583497053,514,NO
-122.37,40.45,18,1748,337,921,327,3.3315,85400,INLAND,0.192791762,5.345565749,337,NO
-122.42,40.44,16,994,,495,181,2.1875,76400,INLAND,0,5.491712707,435,YES
-122.43,40.47,16,3552,704,1801,658,2.1496,97700,INLAND,0.198198198,5.398176292,704,NO
-122.45,40.46,16,2734,501,1413,484,2.8085,105700,INLAND,0.183247988,5.648760331,501,NO
-122.37,40.39,12,3783,702,1970,639,3.3005,98500,INLAND,0.18556701,5.920187793,702,NO
-122.32,40.42,17,3019,578,1538,545,2.793,76500,INLAND,0.191454124,5.539449541,578,NO
-122.56,40.75,20,1182,250,512,210,1.7935,74500,INLAND,0.211505922,5.628571429,250,NO
-122.57,40.61,27,1540,315,883,321,2.8036,93400,INLAND,0.204545455,4.797507788,315,NO
-122.66,40.52,13,3013,486,1361,515,4.5357,171200,INLAND,0.161301029,5.850485437,486,NO
-122.76,40.4,22,2153,461,903,314,2.125,123200,INLAND,0.214119833,6.856687898,461,NO
-122.34,41.06,33,2149,498,631,273,1.8816,65800,INLAND,0.231735691,7.871794872,498,NO
-122.31,40.89,18,754,161,247,107,2.2583,78800,INLAND,0.213527851,7.046728972,161,NO
-122.45,40.85,20,2701,573,892,358,2.7736,107800,INLAND,0.21214365,7.544692737,573,NO
-122.07,40.95,14,2721,627,1356,468,3.0299,73200,INLAND,0.230429989,5.814102564,627,NO
-121.89,40.97,26,1183,276,513,206,2.225,52000,INLAND,0.233305156,5.742718447,276,NO
-121.86,40.77,17,2816,639,1027,406,2.503,65600,INLAND,0.226917614,6.935960591,639,NO
-121.83,40.69,14,821,170,477,129,3.15,87500,INLAND,0.207064555,6.364341085,170,NO
-122.08,40.64,14,3099,519,1447,494,4.0132,141200,INLAND,0.167473379,6.273279352,519,NO
-122.06,40.55,17,3057,577,1497,556,3.5189,101000,INLAND,0.188747138,5.498201439,577,NO
-121.92,40.52,13,4581,881,1799,734,2.2993,99500,INLAND,0.192316088,6.241144414,881,NO
-121.67,40.61,8,2411,463,786,297,2.1513,80400,INLAND,0.192036499,8.117845118,463,NO
-121.55,40.48,14,2413,524,805,329,2.7857,77400,INLAND,0.217157066,7.334346505,524,NO
-121.64,40.9,24,2237,434,834,318,1.7538,90300,INLAND,0.194009835,7.034591195,434,NO
-121.67,40.87,31,1581,299,776,287,2.9063,77800,INLAND,0.18912081,5.508710801,299,NO
-121.65,40.88,15,2909,549,1537,522,3.0179,61300,INLAND,0.188724648,5.572796935,549,NO
-121.67,40.89,17,2548,537,1118,461,2.267,57800,INLAND,0.210753532,5.527114967,537,NO
-121.63,40.92,23,1922,411,872,350,2.2337,64500,INLAND,0.21383975,5.491428571,411,NO
-121.41,40.82,16,2668,516,915,362,2.3393,90300,INLAND,0.193403298,7.370165746,516,NO
-121.47,41.12,22,2737,512,1168,442,2.83,88700,INLAND,0.187066131,6.192307692,512,NO
-121.45,41.04,33,2029,378,936,343,2.67,77500,INLAND,0.186298669,5.915451895,378,NO
-120.08,39.61,32,1404,247,544,201,2.7778,72900,INLAND,0.175925926,6.985074627,247,NO
-120.23,39.56,14,1781,346,734,287,2.46,93000,INLAND,0.19427288,6.205574913,346,NO
-120.48,39.66,32,1516,289,304,131,1.8839,71000,INLAND,0.190633245,11.57251908,289,NO
-120.24,39.67,40,690,129,305,110,2.3625,62500,INLAND,0.186956522,6.272727273,129,NO
-120.73,39.63,17,1791,356,432,190,3.8826,92400,INLAND,0.198771636,9.426315789,356,NO
-120.24,39.67,52,296,63,143,56,3.625,68600,INLAND,0.212837838,5.285714286,63,NO
-120.92,39.56,48,1276,292,358,145,1.875,66600,INLAND,0.228840125,8.8,292,NO
-120.51,39.52,26,2286,444,498,216,2.065,96100,INLAND,0.194225722,10.58333333,444,NO
-121.62,41.78,40,3272,663,1467,553,1.7885,43500,INLAND,0.202628362,5.91681736,663,NO
-121.93,41.86,28,4225,835,1908,686,1.74,44000,INLAND,0.197633136,6.158892128,835,NO
-122.33,41.86,19,3599,695,1572,601,2.234,58600,INLAND,0.193109197,5.988352745,695,NO
-122.53,41.81,21,2400,485,1109,443,1.7639,55400,INLAND,0.202083333,5.417607223,485,NO
-122.26,41.66,17,1885,350,953,328,2.1607,61400,INLAND,0.185676393,5.74695122,350,NO
-122.64,41.95,18,1867,424,802,314,1.8242,53500,INLAND,0.227102303,5.945859873,424,NO
-123.26,41.86,25,2344,532,1117,424,2.7222,64600,INLAND,0.226962457,5.528301887,532,NO
-123.38,41.8,25,1941,477,1000,390,2.2976,54400,INLAND,0.245749614,4.976923077,477,NO
-123.41,41.6,23,1654,369,669,273,1.965,65400,INLAND,0.223095526,6.058608059,369,NO
-122.92,41.7,23,4017,792,1634,619,2.3571,62000,INLAND,0.197162061,6.489499192,792,NO
-122.56,41.69,21,2010,360,947,306,2.4107,70100,INLAND,0.179104478,6.568627451,360,NO
-122.61,41.74,15,4206,922,1863,869,2.0591,55700,INLAND,0.219210651,4.84004603,922,NO
-122.64,41.74,33,2644,459,1113,483,3.3095,81300,INLAND,0.173600605,5.474120083,459,NO
-122.64,41.73,36,3319,664,1492,631,1.8694,71200,INLAND,0.200060259,5.259904913,664,NO
-122.64,41.73,50,1525,308,661,285,2.2206,63200,INLAND,0.201967213,5.350877193,308,NO
-122.65,41.72,15,3643,801,1784,743,1.8533,57500,INLAND,0.21987373,4.903095559,801,NO
-122.73,41.76,19,2200,414,950,367,2.5357,94200,INLAND,0.188181818,5.994550409,414,NO
-122.64,41.63,19,2722,479,1108,430,3.1062,100000,INLAND,0.175973549,6.330232558,479,NO
-122.56,41.53,29,1729,355,848,328,2.2024,60900,INLAND,0.205320995,5.271341463,355,NO
-122.93,41.48,20,4288,789,1800,660,2.723,79600,INLAND,0.184001866,6.496969697,789,NO
-122.9,41.46,31,1277,263,600,241,1.7292,61700,INLAND,0.205951449,5.298755187,263,NO
-123.08,41.26,34,2773,679,1066,424,1.6757,63300,INLAND,0.244861161,6.54009434,679,NO
-122.38,41.54,14,4453,797,1817,685,2.7468,81100,INLAND,0.178980463,6.500729927,797,NO
-122.49,41.43,19,3689,644,1544,566,3.125,76100,INLAND,0.174573055,6.517667845,644,NO
-122.38,41.43,45,2245,448,1155,421,1.6509,46200,INLAND,0.199554566,5.332541568,448,NO
-122.37,41.41,28,1729,419,929,370,1.27,53100,INLAND,0.242336611,4.672972973,419,NO
-122.39,41.41,23,910,199,370,169,1.7448,80100,INLAND,0.218681319,5.384615385,199,NO
-122.32,41.31,45,1393,294,521,249,1.1915,71900,INLAND,0.211055276,5.59437751,294,NO
-122.3,41.32,13,2300,513,1151,488,2.1571,81500,INLAND,0.223043478,4.713114754,513,NO
-122.3,41.31,29,4059,787,1700,702,2.4526,97100,INLAND,0.193890121,5.782051282,787,NO
-122.28,41.38,15,5266,1031,2147,885,2.8036,110100,INLAND,0.195784276,5.950282486,1031,NO
-122.45,41.28,15,2740,503,1188,445,3.4519,128800,INLAND,0.183576642,6.157303371,503,NO
-122.34,41.21,26,178,40,55,25,2.0375,57500,INLAND,0.224719101,7.12,40,NO
-122.27,41.23,40,1958,386,725,331,2.1898,65500,INLAND,0.197139939,5.915407855,386,NO
-122.27,41.2,52,4513,985,1926,815,1.5923,56000,INLAND,0.218258365,5.537423313,985,NO
-121.76,41.5,31,602,153,112,47,1.0667,34200,INLAND,0.254152824,12.80851064,153,NO
-122.09,41.32,52,4019,824,1728,706,2.2462,62900,INLAND,0.205026126,5.692634561,824,NO
-122.22,38.12,15,14125,2344,6456,2147,5.1014,179500,NEAR BAY,0.165946903,6.578947368,2344,NO
-122.19,38.13,5,7854,1446,4361,1395,4.9504,214800,NEAR BAY,0.184110008,5.630107527,1446,NO
-122.21,38.11,31,2766,604,1441,552,3.1768,131000,NEAR BAY,0.218365871,5.010869565,604,NO
-122.21,38.11,35,2122,400,1189,408,3.0962,124600,NEAR BAY,0.188501414,5.200980392,400,NO
-122.21,38.1,36,3018,557,1445,556,3.8029,129900,NEAR BAY,0.184559311,5.428057554,557,NO
-122.22,38.11,43,1939,353,968,392,3.1848,112700,NEAR BAY,0.182052604,4.946428571,353,NO
-122.22,38.1,38,931,181,566,207,3.0221,93300,NEAR BAY,0.194414608,4.497584541,181,NO
-122.22,38.1,40,2549,478,1275,494,2.9469,111600,NEAR BAY,0.187524519,5.159919028,478,NO
-122.22,38.1,44,2256,451,1057,426,3.1204,110800,NEAR BAY,0.199911348,5.295774648,451,NO
-122.22,38.1,44,3013,563,1353,512,3.4559,111900,NEAR BAY,0.186856953,5.884765625,563,NO
-122.22,38.09,47,2161,440,966,360,2.2734,88700,NEAR BAY,0.20360944,6.002777778,440,NO
-122.21,38.09,37,4368,779,2083,741,3.8667,127000,NEAR BAY,0.178342491,5.894736842,779,NO
-122.2,38.09,18,6860,1079,3205,1058,5.2957,171900,NEAR BAY,0.15728863,6.483931947,1079,NO
-122.22,38.08,37,2811,,1574,516,3.1053,96700,NEAR BAY,0,5.447674419,435,YES
-122.22,38.08,37,4590,857,2920,832,3.436,94800,NEAR BAY,0.18671024,5.516826923,857,NO
-122.22,38.07,4,15654,2394,7025,2168,5.8171,225200,NEAR BAY,0.152932158,7.220479705,2394,NO
-122.25,38.09,48,833,188,652,165,2.2417,87900,NEAR BAY,0.225690276,5.048484848,188,NO
-122.23,38.09,26,4397,997,2539,965,2.4875,90000,NEAR BAY,0.226745508,4.556476684,997,NO
-122.24,38.07,13,5451,1194,2957,1081,2.6098,162500,NEAR BAY,0.219042378,5.042553191,1194,NO
-122.26,38.1,24,1213,395,699,386,1.3007,94600,NEAR BAY,0.325638912,3.142487047,395,NO
-122.26,38.1,30,3317,1058,1794,990,1.1835,133300,NEAR BAY,0.318962918,3.350505051,1058,NO
-122.25,38.1,52,248,86,173,69,2.3,109400,NEAR BAY,0.346774194,3.594202899,86,NO
-122.25,38.1,52,1780,373,824,317,2.75,109900,NEAR BAY,0.209550562,5.615141956,373,NO
-122.25,38.1,52,2315,556,1113,486,2.5042,147900,NEAR BAY,0.240172786,4.763374486,556,NO
-122.25,38.1,52,1591,372,817,357,2.1411,97200,NEAR BAY,0.233815211,4.456582633,372,NO
-122.23,38.1,46,4143,895,2240,847,2.4201,92800,NEAR BAY,0.216027034,4.891381346,895,NO
-122.24,38.1,49,1851,356,849,307,2.9432,103500,NEAR BAY,0.192328471,6.029315961,356,NO
-122.24,38.11,52,2050,492,1277,463,3.0507,107300,NEAR BAY,0.24,4.427645788,492,NO
-122.24,38.11,42,1743,388,889,341,2.3241,99200,NEAR BAY,0.222604705,5.11143695,388,NO
-122.23,38.1,47,1303,278,694,269,2.5969,92800,NEAR BAY,0.213353799,4.843866171,278,NO
-122.23,38.12,49,2715,435,1006,429,4.2308,145800,NEAR BAY,0.160220994,6.328671329,435,NO
-122.23,38.11,47,3007,524,1152,486,4,141500,NEAR BAY,0.17426006,6.187242798,524,NO
-122.24,38.11,52,2111,310,772,323,4.775,148200,NEAR BAY,0.146849834,6.535603715,310,NO
-122.23,38.13,29,5154,1084,2459,1019,3.2664,142900,NEAR BAY,0.21032208,5.057899902,1084,NO
-122.24,38.13,37,3223,564,1325,539,4.0938,126900,NEAR BAY,0.174992243,5.979591837,564,NO
-122.24,38.12,39,2967,500,1243,523,4.2902,152400,NEAR BAY,0.168520391,5.673040153,500,NO
-122.24,38.12,42,1625,255,578,243,4.0114,166900,NEAR BAY,0.156923077,6.687242798,255,NO
-122.25,38.12,47,1339,298,794,286,2.5865,109800,NEAR BAY,0.222554145,4.681818182,298,NO
-122.25,38.11,49,2365,504,1131,458,2.6133,103100,NEAR BAY,0.213107822,5.163755459,504,NO
-122.25,38.11,52,2846,705,1519,620,2.1976,97900,NEAR BAY,0.247716093,4.590322581,705,NO
-122.26,38.11,52,793,216,505,194,1.9667,93800,NEAR BAY,0.272383354,4.087628866,216,NO
-122.26,38.11,52,1560,353,670,287,1.7411,98400,NEAR BAY,0.226282051,5.43554007,353,NO
-122.26,38.11,52,2573,639,1238,529,2.6708,109700,NEAR BAY,0.248348232,4.86389414,639,NO
-122.26,38.12,28,3102,734,1623,639,3.1025,103700,NEAR BAY,0.236621534,4.854460094,734,NO
-122.27,38.12,45,4423,1001,2109,874,2.6937,111800,NEAR BAY,0.226316979,5.060640732,1001,NO
-122.27,38.12,42,5266,1167,3124,1025,2.7375,120000,NEAR BAY,0.22161033,5.137560976,1167,NO
-122.26,38.15,26,3699,671,2388,699,4.0515,121900,NEAR BAY,0.181400378,5.291845494,671,NO
-122.26,38.14,34,963,159,392,176,4.0156,134700,NEAR BAY,0.165109034,5.471590909,159,NO
-122.26,38.15,16,3921,727,2830,680,4.5053,123700,NEAR BAY,0.185411885,5.766176471,727,NO
-122.32,38.12,12,5382,928,3928,921,5.3785,150600,NEAR BAY,0.172426607,5.843648208,928,NO
-122.26,38.13,28,3072,790,1375,705,1.6368,91200,NEAR BAY,0.257161458,4.357446809,790,NO
-122.24,38.14,15,8479,1759,5008,1646,3.724,131600,NEAR BAY,0.207453709,5.15127582,1759,NO
-122.24,38.15,10,6817,1188,4163,1135,4.4529,144100,NEAR BAY,0.174270207,6.006167401,1188,NO
-122.25,38.15,24,2917,543,1878,531,3.7014,123600,NEAR BAY,0.186150154,5.493408663,543,NO
-122.22,38.15,7,5129,,2824,738,5.5138,171100,NEAR BAY,0,6.949864499,435,YES
-122.23,38.15,33,1253,238,753,236,1.756,86400,NEAR BAY,0.189944134,5.309322034,238,NO
-122.23,38.14,36,1412,260,792,268,2.3056,90400,NEAR BAY,0.184135977,5.268656716,260,NO
-122.15,38.04,14,2804,587,1083,573,2.6466,168500,NEAR BAY,0.209343795,4.893542757,587,NO
